created_at,full_text,in_reply_to_screen_name,lang,tweet_url
Sun Nov 26 01:45:36 +0000 2023,@CommuterLine min krl cikarang jadwalnya jadi delay nggak gara-gara perlambatan kereta?,CommuterLine,in,https://x.com/undefined/status/1728590798412013885
Fri Nov 10 12:13:06 +0000 2023,@CommuterLine min plis update bakal delay berapa lama jadinya untuk arah jakarta kota ke nambo,CommuterLine,in,https://x.com/undefined/status/1722950507046769094
Wed Nov 15 02:02:02 +0000 2023,@CommuterLine KRL 5049 bner bner ngga masuk akal delaynya semenjak gapeka masa iya jadwal sampe st tanahabang 8.20 actualnya 8.50 delay sampe 30 menit plis lah jangan red line mulu,CommuterLine,in,https://x.com/undefined/status/1724608668057166158
Sat Nov 25 14:51:40 +0000 2023,@CommuterLine min utk besok tujuan cikarang - kampung bandan lancar tdk delay lagi? atau baiknya naik dr bekasi-kampung bandan aja?,CommuterLine,in,https://x.com/undefined/status/1728426230570160308
Thu Oct 26 01:24:11 +0000 2023,@CommuterLine @txtfromrkrnwn @PRFMnews @jalur5_ pagi min gmana pengecekannya apakah saat ini masih delay?,CommuterLine,in,https://x.com/undefined/status/1717351385287766386
Thu Oct 26 02:23:23 +0000 2023,@CommuterLine Yg perbaikan tanah abang - palmerah kenapa bekasi - tanah abanb ikut delay di jatinegara &amp; matraman berhentinya lama bgt hampir 15menit,CommuterLine,in,https://x.com/undefined/status/1717366282826482046
Tue Dec 19 01:05:43 +0000 2023,@CommuterLine halo ini kenapa sih masuk manggarai aja delay 6 dari arah bogor,CommuterLine,in,https://x.com/undefined/status/1736915683009871915
Fri Sep 29 02:55:17 +0000 2023,@CommuterLine @infoBMKG Min kenapa sih udh tinggal manggarai aja di matraman pake segala delay pergantian jalur nya terlalu lama min,CommuterLine,in,https://x.com/undefined/status/1707589837841477967
Tue Dec 05 01:59:44 +0000 2023,@CommuterLine @jetaemine Ini Kereta paling ngeselin emang udah dateng pasti delay. Berhenti mulu di beberapa stasiun sering nunggu pergantian jalur jalan pelan. Ga ada perubahan nya. Ini sebenernya dari Cikarang ada space waktu 20-30 menit harus nya dibuat 1/2 keberangkatan lagi. Tai lah https://t.co/dfvwyJ3r07,CommuterLine,in,https://x.com/undefined/status/1731855847016612124
Sat Dec 02 00:28:27 +0000 2023,@CommuterLine @imainsurgent mjb ka tp sumpah @CommuterLine ini udh delay lama banget.. tolong laa,CommuterLine,in,https://x.com/undefined/status/1730745708322648214
Fri Sep 29 05:43:57 +0000 2023,@CommuterLine emg boleh delay se 20 menit itu,CommuterLine,in,https://x.com/undefined/status/1707632284441219183
Wed Nov 01 01:18:16 +0000 2023,@CommuterLine bisa-bisanya delay sejam rute ckr-angke,CommuterLine,in,https://x.com/undefined/status/1719524221238587546
Mon Sep 04 00:05:59 +0000 2023,@CommuterLine jadwal 6.50 sampe 7.03. Delay lagi dan delay terus https://t.co/K7ig5NRWjK,CommuterLine,in,https://x.com/undefined/status/1698487536144802182
Wed Nov 15 00:19:13 +0000 2023,@CommuterLine @RezaRatm @KAI121 @perkeretaapian Solusi nya dong masa delay jadi kebiasaan,CommuterLine,in,https://x.com/undefined/status/1724582792032653372
Thu Nov 02 09:19:13 +0000 2023,@CommuterLine cepet apanya berangkat di delay ga jelas udah 2 hari ini lho terus jadwal makin jauh gap nya. Kalo seminggu ini ngga ada evaluasi mah payah ini cuma kasi gimmick doang as usual,CommuterLine,in,https://x.com/undefined/status/1720007647167197238
Thu Oct 19 02:37:48 +0000 2023,@CommuterLine dari cikarang delay sejam an ga jalan2 stuck di bekasi timur knp ya ya Allah capek,CommuterLine,in,https://x.com/undefined/status/1714833195819217301
Mon Nov 20 00:08:23 +0000 2023,@CommuterLine @CommuterLine ini kapan mau dibenerin? Jadwal di Telaga Murni jam 6.50 sampe sekarang belum dateng? Delay kok konsisten? https://t.co/sfi7HGyirm,CommuterLine,in,https://x.com/undefined/status/1726392005411143849
Tue Nov 21 00:30:40 +0000 2023,@CommuterLine pagi min ini delay kenapa ya? Seharusnya jam 7.26 sudah datang kereta di Jurangmangu ini 7.30 blm datang juga. Mohon infonya terimakasih.,CommuterLine,in,https://x.com/undefined/status/1726760002130673684
Wed Nov 01 01:09:27 +0000 2023,@CommuterLine Minn ini kereta cikarang angke kok jdi delay terusss ya? Apa ini kena dampaknya? Mohon bantu infonya donggg biar bisa menyesuaikan waktu berangkat kerja,CommuterLine,in,https://x.com/undefined/status/1719522002141323285
Wed Oct 18 22:28:05 +0000 2023,@CommuterLine jadwal 12F Cikarang - Angke via manggarai yang seharusnya jadwal keberangkatan 4.31 ini menjadi 4.55 delay sebanyak hampir 25 menit.. Dan ini sudah kejadian ketiga kalinya mohon diperhatikan karena merugikan waktu sehrsnya tiba angke 5.25 menjadi terlambat. Thx,CommuterLine,in,https://x.com/undefined/status/1714770351950090423
Sat Nov 18 07:00:11 +0000 2023,@CommuterLine JADWAL KERETA KE DELAY MULU BABI! YANG BENER KEK,CommuterLine,in,https://x.com/undefined/status/1725770861112951026
Sun Oct 08 14:26:34 +0000 2023,@CommuterLine Kereta lokal rangkas - merak delay yaa min?,CommuterLine,in,https://x.com/undefined/status/1711025296743559202
Mon Oct 09 00:46:49 +0000 2023,@CommuterLine tolong kiranya di buatkan jadwal atau kebijakan rangkaian 12 kereta di pagi hari jam padat kami setiap pagi harus rela desak dan sesak belum lagi dengan tambahan delay. Jangan hanya fokus pada pemasukan saja tapi perbaikan pelayanan ! Thanks.,CommuterLine,in,https://x.com/undefined/status/1711181388194758997
Wed Dec 06 22:45:54 +0000 2023,@CommuterLine Hai min. KA 4009 ya. Kalau delay gap waktu ke KA berikutnya yg ke Manggarai jauh soalnya. Juga suka dealy. Mungkin kereta yg berikutnya delay karna KAJJ kali ya. Jd gpp. Tapi nggatau yg 4009,CommuterLine,in,https://x.com/undefined/status/1732531842618925298
Sat Dec 30 14:41:39 +0000 2023,@CommuterLine halo minn ini kenapa ya delay banget kereta commuter line Penataran ,CommuterLine,in,https://x.com/undefined/status/1741107284288434239
Wed Oct 18 23:57:32 +0000 2023,@CommuterLine halo ini kereta line t.abang-rangkas kenapa ya delay parahh,CommuterLine,in,https://x.com/undefined/status/1714792861009637625
Tue Oct 31 11:38:48 +0000 2023,@CommuterLine min kenapa nih kereta delay nya lama di stasiun Jatinegara?,CommuterLine,in,https://x.com/undefined/status/1719317997024944467
Thu Oct 26 01:19:41 +0000 2023,@CommuterLine Pas banget naik rangkaayan yg pertama kena delay,CommuterLine,in,https://x.com/undefined/status/1717350253186445791
Sat Dec 02 00:37:43 +0000 2023,@CommuterLine halo min tolong ini KA 432 udh delay 1jam setengah,CommuterLine,in,https://x.com/undefined/status/1730748042725474348
Fri Nov 17 14:20:13 +0000 2023,@CommuterLine ini kereta Bogor di Gondangdia kenapa delay banget ya? Awalnya 21:09 sampe sekarang ga ada,CommuterLine,in,https://x.com/undefined/status/1725519211022471297
Thu Oct 26 01:04:45 +0000 2023,@CommuterLine gila telat nya hampir 20 menit. Delay semua. Parah yg atur jadwal. Gimana bisa diandalkan telat terus gini???? Keretanya belum sampe bekasi juga https://t.co/Ps4k4KBWBu,CommuterLine,in,https://x.com/undefined/status/1717346494356099467
Tue Jun 13 11:25:47 +0000 2023,@CommuterLine hadeeeh delay nya lama bgt,CommuterLine,in,https://x.com/undefined/status/1668580420257193984
Thu May 04 11:22:57 +0000 2023,@CommuterLine Ini juga lintas manggarai-bogor delay terus. Kampret. Berangkat telat. Pulang malem. Serius bisa ngatur jadwal nggak sih? Kok jadi acak acakan gini manajemenya. Kampret.,CommuterLine,in,https://x.com/undefined/status/1654084193113223169
Mon Aug 07 01:41:57 +0000 2023,@CommuterLine Lah itu kan di atas ada. Makanya dibaca jangan cuma template doang jadi admin. Jangan maaf mulu ga guna. Coba lo pada rasain naik KRL di jam sibuk dengan kereta delay rangkaian cuma 10 banyak berhenti di tengah jalan. Bangke !!,CommuterLine,in,https://x.com/undefined/status/1688364824739356672
Thu May 04 11:24:10 +0000 2023,@CommuterLine Woi kampret tai. Inj relasi manggarai - bogor delay. Kereta jalan pelan banget. Nggak kaya biasanya. Makin lama kok manajemenya acak acakan. Sampah banget,CommuterLine,in,https://x.com/undefined/status/1654084498798297089
Wed Jun 21 00:48:44 +0000 2023,@CommuterLine Ini menuju Jatinegara dan di Jatinegara berhenti lama (lagi). Tolong hal yang membuat kenyamanan pelanggan terganggu lebih diperhatikan. Ubah lagi Gapeka dengan meminimalisir delay dan berhenti (ngetem) di tengah jalan/stasiun. Kenyamanan Pelanggan Adalah Prioritas Kami ,CommuterLine,in,https://x.com/undefined/status/1671319205931810816
Thu May 04 00:33:29 +0000 2023,@CommuterLine min kenapa si arah jakarta kota selalu delay terus skrg? gua naek 5.55 dari bogor jam segini baru sampe cikini rusak sumpah telat tiap hari ga ngasih Apologize Letter pulak rusak bgt asliiiiiii,CommuterLine,in,https://x.com/undefined/status/1653920749525295106
Thu Jun 15 23:42:44 +0000 2023,@CommuterLine Terus seterusnya akan delay kayak gini terus???? Atau hanya hari ini aja??,CommuterLine,in,https://x.com/undefined/status/1669490656337854464
Fri Jun 09 00:20:06 +0000 2023,@CommuterLine ka1653 serpong-thb delay udh 10menit gaada informasi apa2 ini,CommuterLine,in,https://x.com/undefined/status/1666963344107134979
Thu Jun 01 01:27:41 +0000 2023,@CommuterLine Kereta lokal sering banget delay jadwal baru malah delay parah. CL dhoho Surabaya - Kertosono - Blitar shrsnya berangkat jam 8.13 ini udah delay hmpir 15mnt. Blm nnti brhnti lgi d stasiun aaaa mboh,CommuterLine,in,https://x.com/undefined/status/1664081249307348993
Wed May 03 00:32:22 +0000 2023,@CommuterLine krl kampung bandan via manggarai delay lagi nih ganti jalur dan menunggu aman lagi kah? masa iya setiap pagi masalahnya sama terus ,CommuterLine,in,https://x.com/undefined/status/1653558078078582787
Fri Aug 25 11:42:36 +0000 2023,@CommuterLine delay masuk stasiun manggarai karena apa ya? ini udah mau 20 menit ketahan. gila juga kalian,CommuterLine,in,https://x.com/undefined/status/1695038965462777996
Mon May 15 00:36:00 +0000 2023,@CommuterLine kp bandan via MRI delay lagiii hadoooo hari senin lho ini ayo semangat semangat,CommuterLine,in,https://x.com/undefined/status/1657907646605950977
Thu May 04 01:55:09 +0000 2023,@CommuterLine ini dijadwalin di mana ya min? bisa di akses online ga? soalnya pagi ini delay lagi,CommuterLine,in,https://x.com/undefined/status/1653941302772510722
Fri Jun 02 02:06:09 +0000 2023,@CommuterLine manggari staff nya noob! delay mulu berantakan. gaji buta buat yg ga kompeten ngatur manggarai. belom aja berantakan tragedi hadeuh..,CommuterLine,in,https://x.com/undefined/status/1664453316011778048
Fri Jun 02 00:59:07 +0000 2023,@CommuterLine ga jelas bgt nih udh ganti jadwal tp ga ontime juga. Kalo jam2 pagi tuh bisa ga si jgn delay. Masa delaynya sampe nunggu setengah jam.,CommuterLine,in,https://x.com/undefined/status/1664436445740961792
Thu Aug 03 01:43:40 +0000 2023,@CommuterLine ke sudirman lama banget gila! Delay 30 menit dari biasanya.,CommuterLine,in,https://x.com/undefined/status/1686915706393374721
Tue Jul 04 12:42:01 +0000 2023,@CommuterLine Apakah berdampak menjadi delay di jadwal kereta jurusan bogor-jakarta yang tiba di bojonggede pukul 22:15 min? Atau jadwal bogor-jakarta lainnya?,CommuterLine,in,https://x.com/undefined/status/1676209751598977027
Fri Jun 02 03:25:55 +0000 2023,@CommuterLine kereta delay 20 menit dari bogor 09.15 tujuan jakot udah ketahan mau masuk tebet udah 10 menit lebih logikanya kenapa ditahan padahal depannya aja gaada krl sebelumnya sebab kereta yg saya naikin udah paling numpuk orangnya udah kerja bikin telat aja,CommuterLine,in,https://x.com/undefined/status/1664473389195735041
Mon Aug 21 12:08:42 +0000 2023,@CommuterLine Manggarai sudirman penumpang menumpuk apa ada delay jadwal.,CommuterLine,in,https://x.com/undefined/status/1693595984591491514
Tue May 02 00:33:49 +0000 2023,@CommuterLine kenapa kereta tujuan kampung bandan via manggarai selalu delay ya min? bisa loh dari 7:30 tbtb extend ke 7:46 terus extend lagi ke 7:50 .,CommuterLine,in,https://x.com/undefined/status/1653196056098914304
Mon May 15 01:53:08 +0000 2023,@CommuterLine Naik KAI kebanyakan delay NUNGGU ANTRIAN MASUK STASIUN KERJA JADI TERLAMBAT!,CommuterLine,in,https://x.com/undefined/status/1657927061032542208
Mon May 01 23:35:24 +0000 2023,@CommuterLine ko bisa sampe numpuk 3 kereta mau masuk ke juanda sih min? buset makin kesini makin delay terus rusaaaak https://t.co/KJhT07jbm8,CommuterLine,in,https://x.com/undefined/status/1653181353717026816
Mon Jul 03 11:43:22 +0000 2023,@CommuterLine Nggak ada min tolonggg tindaklanjuti yaa min di menu posisi kereta jadwal yg muncul itu minimal untuk 30 menit kedepan gitu jadi kita bisa tau semisal keretanya ada delay atau ada perubahan nggak dari Jadwal yg biasanya :'),CommuterLine,in,https://x.com/undefined/status/1675832602891264005
Tue Aug 15 01:03:51 +0000 2023,@CommuterLine KERETA DELAY MULUUU UDH 10 MENIT STUCK DI JUANDA,CommuterLine,in,https://x.com/undefined/status/1691254342316367872
Wed Aug 02 01:17:56 +0000 2023,@CommuterLine halo kenapa hari ini kereta delay ya? Terutama arah bogor-jakarta kota,CommuterLine,in,https://x.com/undefined/status/1686546842979614721
Wed May 31 10:53:59 +0000 2023,@CommuterLine min krl daerah cicayur yg kemarin kesambet petir udh normal belum? aku mo pulang takut delay lagi kaya kmren,CommuterLine,in,https://x.com/undefined/status/1663861373867286528
Wed Jun 21 10:41:54 +0000 2023,@CommuterLine min kp bdn-tanah abg kenapa delay dari 5.38 ke jam 6.00 ini jd padat bgt harusnya massa yg sblmnya udh keangkut,CommuterLine,in,https://x.com/undefined/status/1671468478015115265
Sun Jul 30 23:54:03 +0000 2023,@CommuterLine Min kereta dr st bekasi tujuan st kampungbandan jam 07.04 apa udh ngga beroperasi ya ?? Beberapa kali kelewat / ngga ada keretanya atau mungkin delay ?,CommuterLine,in,https://x.com/undefined/status/1685800958083874816
Fri Jun 02 03:03:19 +0000 2023,@CommuterLine pemberangkatan parung panjang terakhir dari stasiun palmerah jam 23.45. ter delay sampai jam 12.44,CommuterLine,in,https://x.com/undefined/status/1664467703225278464
Thu May 04 01:12:48 +0000 2023,@CommuterLine kaga make sense delay kok 20 menit,CommuterLine,in,https://x.com/undefined/status/1653930644693737472
Mon Jun 05 02:21:33 +0000 2023,@CommuterLine Nyampe Stasiun Duri jam 08.55 jadwalnya sih tertulis ada di jalur 2 jam 09.02 dan 09.07. Nyatanya? GAK ADA tuh kedua kereta itu. Jadwalnya fiktif aplikasinya nipu!!! Baru ada jam 09.14. Palingan alasannya delay. Gak disiplin dong berarti? https://t.co/YCYuSlEjmU,CommuterLine,in,https://x.com/undefined/status/1665544356420530179
Fri Jun 02 05:38:42 +0000 2023,@CommuterLine @CommuterLine min knp nambo sekarang selalu delay lama bgt sih?!! Gk sesuai dengan jadwal yg baru!,CommuterLine,in,https://x.com/undefined/status/1664506806528544768
Tue May 30 13:13:21 +0000 2023,@CommuterLine Min ini beneran delay nya 1 jam ini? https://t.co/XJUsKg0R6E,CommuterLine,in,https://x.com/undefined/status/1663534058276798464
Wed Jul 26 01:19:12 +0000 2023,@CommuterLine ckr - kampung bandan via ps senen kenapa delay? Biasanya 8:05 udah tersedia. Sekarang 8:27,CommuterLine,in,https://x.com/undefined/status/1684010447639547904
Tue Jul 25 23:19:12 +0000 2023,@CommuterLine min mohon infonya perjalanan dari St. KA Pondok Ranji ke Tanah Abang apa masih ada delay atau sudah kembali normal?,CommuterLine,in,https://x.com/undefined/status/1683980248420089856
Thu May 04 10:58:28 +0000 2023,@CommuterLine WOI GILA BGT HARI INI DELAY SEMUA,CommuterLine,in,https://x.com/undefined/status/1654078030388813824
Sat Jul 15 11:23:08 +0000 2023,@CommuterLine saran saya next kl ada delay lg tolong diinfoin ya min kasian org2 yg punya keperluan kaya saya jd telat ,CommuterLine,in,https://x.com/undefined/status/1680176164936224768
Tue Jun 27 15:34:44 +0000 2023,@CommuterLine akibat kreta kelnder ke manggrai jam 22:09 jadi jam 22:11 udh gtu d matraman delay alhasil ktinggal kreta bogor hadeuh pulang mkin malah sudah cape makin bete,CommuterLine,in,https://x.com/undefined/status/1673716499016712192
Tue Jul 04 12:12:38 +0000 2023,@CommuterLine dampaknya smp ke cikarang - bandan delay lama,CommuterLine,in,https://x.com/undefined/status/1676202355593986048
Thu Aug 10 01:17:58 +0000 2023,@CommuterLine Saya tadi naik dr Bekasi harusnya 7.17 baru jalan 7.29. Masuk Kranji ditahan 2 menit. Sampe Jatinegara ditahan 2 menitan. Sampe Matraman ditahan lagi 2 menitan. Faedahnya apa? Bergantian jalur? Ada perbaikan armada? Di awal perjalanan aja udh delay. Aneh.,CommuterLine,in,https://x.com/undefined/status/1689445954926051328
Mon Jun 26 02:42:25 +0000 2023,@CommuterLine iyaaaa jangan lama lama sedih banget aku min telat garagta delay terus,CommuterLine,in,https://x.com/undefined/status/1673159754166968321
Mon Jun 26 02:47:11 +0000 2023,@CommuterLine arah bogor delay terus lah intinya jgn gt lg yh min tar sy kuliahx naik burok ajj,CommuterLine,in,https://x.com/undefined/status/1673160952714493953
Thu Aug 03 01:22:28 +0000 2023,@CommuterLine Halo belakangan ini Bekasi-Kp bandan/Angke keberangkatan pagi sering terjadi delay ditengah2 perjalanan tiap masuk stasiun ada apa ya? Saya yakin ini pasti banyak karyawan telat ngantor mohon informasi jelas? Jangan hanya informasi menunggu pergantian da gangguan apa sebenarnya?,CommuterLine,in,https://x.com/undefined/status/1686910372383784966
Tue Jun 13 13:01:11 +0000 2023,@CommuterLine Delay teruss minn krl nya huhuhu,CommuterLine,in,https://x.com/undefined/status/1668604428398784513
Tue Jun 13 03:35:26 +0000 2023,@CommuterLine krl bekasi via manggarai kok delay yaa min....,CommuterLine,in,https://x.com/undefined/status/1668462053701603330
Thu Jan 18 00:57:14 +0000 2024,@CommuterLine @cristianebianto Iyaaa betul delay antar stasiun,CommuterLine,in,https://x.com/undefined/status/1747785182076436641
Thu Jan 18 01:16:02 +0000 2024,@CommuterLine Krl line bogor - jkt hari ini delay dan telat banget. Beberapa kali berhenti di stasiun &amp; memakan waktu lama akibatnya banyak pegawai yg seharusnya masuk sebelum jam 8 pagi jadi telat termasuk saya. Tolong dong kasih announcement di media kita juga butuh justifikasi ke kantor,CommuterLine,in,https://x.com/undefined/status/1747789912714481974
Thu Mar 14 00:25:35 +0000 2024,@CommuterLine ada delay di jalur Rangkasbitung - Tanahabang kenapa nih min?,CommuterLine,in,https://x.com/undefined/status/1768070938040717389
Thu Jan 18 01:13:50 +0000 2024,@CommuterLine @cristianebianto Normal guys kan emang sering kek gtu sering delay jadi normal bagi mereka ,CommuterLine,in,https://x.com/undefined/status/1747789360106455485
Fri Feb 09 01:34:21 +0000 2024,@CommuterLine Tolong KRL jadwal pagi diperbanyak apalagi daerah Bogor dan Bekasi karena terlalu padat penumpang mana suka delay pula padahal jam buru-buru,CommuterLine,in,https://x.com/undefined/status/1755767058183401492
Wed Mar 13 10:16:27 +0000 2024,@CommuterLine Min ini arah bogor delay bangetttt gilaaaa sampe numpuk di stasiun?!?!!! jkt terus yang lewat,CommuterLine,in,https://x.com/undefined/status/1767857247902970262
Thu Jan 18 01:17:59 +0000 2024,@CommuterLine @cristianebianto Normal? Gara-gara pintu kereta delay 20 menit lebih disebut normal? Suka ngelucu ni admin ,CommuterLine,in,https://x.com/undefined/status/1747790404488216647
Sun Jan 14 10:59:42 +0000 2024,@CommuterLine selamat sore mohon info utk cl penataran dhoho dari Tulungagung ke Surabaya jam 17.45 hari ini berangkat jam berapa ya ? Apakah termasuk yg delay juga?,CommuterLine,in,https://x.com/undefined/status/1746487245216043443
Thu Jan 18 01:05:03 +0000 2024,@CommuterLine @cristianebianto Delay setengah jam min di manggarai,CommuterLine,in,https://x.com/undefined/status/1747787147770499551
Wed Jan 17 01:34:37 +0000 2024,@CommuterLine Kenapa KRL harian suka banget delay? Gak bisa menghargai waktu orang lain ya? Hm :(,CommuterLine,in,https://x.com/undefined/status/1747432202051506664
Sat Mar 23 05:56:55 +0000 2024,@CommuterLine @KAI121 Kereta dari Bekasi ke Cikarang delay lebih 20 menit jam 13:20 harus naik KA Lokal Walahar lagi https://t.co/iZtrCbaO6V,CommuterLine,in,https://x.com/undefined/status/1771415811640742316
Mon Mar 25 15:01:27 +0000 2024,@CommuterLine kejadian pukul +- 21.43. Inspeksi dong udah speaker sember volume kenceng iklan lagu ga jelas kereta ga on time ada waktu delay gaada info kenapanya. Cacat bener kinerjanya. Perihal speaker lah ini public transportation anjeng bukan kondangan.,CommuterLine,in,https://x.com/undefined/status/1772277622296162363
Tue Jan 09 10:16:51 +0000 2024,@CommuterLine min jalur rangkas ke tanahabang delay?,CommuterLine,in,https://x.com/undefined/status/1744664525528576398
Sat Feb 10 01:12:57 +0000 2024,@CommuterLine min rute tanjung priuk - kota operasi kan? Jadwalnya lancar atau delay?,CommuterLine,in,https://x.com/undefined/status/1756124060571074782
Fri Apr 19 22:06:42 +0000 2024,@CommuterLine ini kalo sabtu emg delay gini yaaa? Engga kyk weekday?,CommuterLine,in,https://x.com/undefined/status/1781444337488015379
Sat Apr 27 17:40:16 +0000 2024,@CommuterLine Dpt kompensasi kah min buat yg kena delay didlm kereta nya ,CommuterLine,in,https://x.com/undefined/status/1784276389920952331
Wed Apr 17 00:46:06 +0000 2024,@CommuterLine tolong jadwal pemberangkatan kereta di perhatikan pasca lebaran ini kebanyakan delay bermenit-menit. cc @dishub_jabar,CommuterLine,in,https://x.com/undefined/status/1780397290219511888
Sun Mar 03 01:53:42 +0000 2024,@CommuterLine halo. Ini ka 1675 rangkas bitung - tn abang kenapa delay ya?,CommuterLine,in,https://x.com/undefined/status/1764106846649127383
Wed Mar 13 23:17:53 +0000 2024,@CommuterLine Min kalo kereta rangkas-tanah abang delay 10 menit lewat tolong diinfo dong.. ini jadwal jam 6.01 baru datang jam 6.13 an,CommuterLine,in,https://x.com/undefined/status/1768053901063082479
Thu Feb 22 00:49:43 +0000 2024,@CommuterLine Terus buat ape lu renovasi stasiun besar-besaran peron di banyakkin tapi keluar masuk stasiun aja mesti ada drama delay ketahan dulu (contohnya manggarai dan bekasi). Oh proyek nya buat korupsi para direksi ye? WKWKWK BOBROK,CommuterLine,in,https://x.com/undefined/status/1760466867662262352
Sat Apr 20 00:28:17 +0000 2024,@CommuterLine Min kok bisa sih biasanya jadwal berangkat rawa buaya - manggarai ada di jam 07.22 ini kok bisa delay sampai jam 07.38 parah bgt,CommuterLine,in,https://x.com/undefined/status/1781479969845342606
Tue Feb 20 00:22:19 +0000 2024,@CommuterLine kenapa delay 10 menit di setiap stasiun dari cisauk?,CommuterLine,in,https://x.com/undefined/status/1759735196843487578
Mon Feb 26 02:24:14 +0000 2024,@CommuterLine serius bisa delay lama banget ini jalannya,CommuterLine,in,https://x.com/undefined/status/1761940202908684296
Tue Jan 30 13:19:52 +0000 2024,@CommuterLine Min mohon info kereta lokalnya delay juga ga? Mengingat lg ngejar jadwal kreta lokal rangkasbitung - merak jam 21.22,CommuterLine,in,https://x.com/undefined/status/1752320728136053086
Tue Mar 12 23:42:14 +0000 2024,@CommuterLine Min itu ditegur masinisnya yg ngetem nya lama satu aja yg delay pasti kena smua delay . Jelas2 krl udah penuh tpi masih aja lama ngetem nya.,CommuterLine,in,https://x.com/undefined/status/1767697639100039549
Fri Apr 05 02:57:44 +0000 2024,@CommuterLine KRL arah duri kenapa delay dan ketahan di stasiun batu ceper ya. ,CommuterLine,in,https://x.com/undefined/status/1776081761312952523
Fri Mar 08 13:12:53 +0000 2024,@CommuterLine gajelas delay lama bgt ke manggarai doang dari sudirman udah 20 menitan lebih buang2 waktu️,CommuterLine,in,https://x.com/undefined/status/1766089707535147263
Fri Apr 05 10:40:47 +0000 2024,@CommuterLine @pujiarto Tanah abang min kok delay kenapa green line ?,CommuterLine,in,https://x.com/undefined/status/1776198291937763333
Mon Jan 29 05:08:17 +0000 2024,@CommuterLine 11.39 ga ada 11.50 ga ada udah jam 12 lebih ga ada Udah stengjam lebih nunggu ga ada Pemberitahuan delay juga ga tau kenapa,CommuterLine,in,https://x.com/undefined/status/1751834628502306862
Mon Jan 15 00:16:58 +0000 2024,@CommuterLine Bagus banget ya? Udah bikin saya telat 2 kali padahal saya selalu berangkat di jam yang sama dan nunggu di Jam yang sama. Udah 2 kali saya berangkat di jam yang sama malah KRL nya yang delay. Bikin saya telat 2 kali. Bagus,CommuterLine,in,https://x.com/undefined/status/1746687885607362650
Mon Aug 12 00:27:29 +0000 2024,@CommuterLine delay semua jadwalnya ga sesuai aplikasi ,CommuterLine,in,https://x.com/undefined/status/1822791984156955037
Fri Aug 23 03:37:44 +0000 2024,@CommuterLine @KAI121 ini kenapa ya commuter line arah padalarang delay nya lama bgt???,CommuterLine,in,https://x.com/undefined/status/1826826128314827119
Sat Jul 20 12:10:38 +0000 2024,@CommuterLine @CommuterLine tolong info min hr ini ada delay gk utk jam 21.12,CommuterLine,in,https://x.com/undefined/status/1814634017855316066
Wed Jul 03 11:47:09 +0000 2024,@CommuterLine min hari ini ada apa ya min kereta line bogor delay semua sampe sejam???,CommuterLine,in,https://x.com/undefined/status/1808467511295553551
Sun Jul 07 23:39:31 +0000 2024,@CommuterLine @MuhammadSancK min KA line bogor ke jakarta kota delay yaa?,CommuterLine,in,https://x.com/undefined/status/1810096337771544962
Sat Jul 06 10:59:46 +0000 2024,@CommuterLine kalo pesawat delay 3 jam dapet kompensasi kalo krl dapet apa ya? 3 jam oeey dari angke ke cakung doang!!!,CommuterLine,in,https://x.com/undefined/status/1809542754231332877
Thu Jul 11 10:37:40 +0000 2024,@CommuterLine min ini delay kereta arah Bekasi 10 menit sendiri yaa hari ini? https://t.co/pFWsVeIMvF,CommuterLine,in,https://x.com/undefined/status/1811349131203678377
Tue Jul 23 00:26:55 +0000 2024,@CommuterLine 1011B kenapa delay parah? Ga becus atur waktu apa gimana? Ganti sama AI aja kalo pada ga bisa kerja.,CommuterLine,in,https://x.com/undefined/status/1815544083353571580
Tue Jun 25 14:04:06 +0000 2024,@CommuterLine Kebiasaan kl ada delay nunggu dikomplen dulu kaga diinfoin di soeaker dalem gerbong,CommuterLine,in,https://x.com/undefined/status/1805602872874483742
Wed Jun 26 00:36:45 +0000 2024,@CommuterLine @sunflobliss Ini kenapa ya delay arah jkt dr bogor kereta 07.19 dr cilebut skrng 07.37 baru sampe bojong dan gajalan????,CommuterLine,in,https://x.com/undefined/status/1805762086653640842
Fri Jul 19 15:06:47 +0000 2024,@CommuterLine tolong kenapa jadwal kereta dr bni city saat pukul 21.00-22.00 selalu tidak tepat waktu (jurusan cikarang) sblmnya ada jam 21.06 tp lama² delay bahkan sampai 21.35,CommuterLine,in,https://x.com/undefined/status/1814315956539388108
Sat May 25 01:37:09 +0000 2024,@CommuterLine plis banget udh 2x kena omel HRD grgr delay mulu kereta arah Tangerang yg jam 08.18,CommuterLine,in,https://x.com/undefined/status/1794180874319307198
Fri Aug 02 13:45:15 +0000 2024,@CommuterLine @arucy_ ini yg ngejar KA lokal Rangkas bitung - Merak bisa dapet kelonggaran ga min? kita udah spare 20 menit dari jam keberangkatan malah dipake delay 20 menit karna gangguan rumah saya jauuhhh heeyyyy ,CommuterLine,in,https://x.com/undefined/status/1819368868135293434
Thu May 16 01:04:02 +0000 2024,@CommuterLine Paling sebulan ke depan bakal ada perjalanan yang bermasalah. Biasanya tiap senin pagi ada rangkaian rusak. Sejak 2002 masalah delay ga berubah.,CommuterLine,in,https://x.com/undefined/status/1790911050973630913
